site,aru_site_name,date,surveyor,time_start,time_stop,species,behavior,distance,detection,using_habitat,sex_age,plant,plant_interaction,second_bird,after,recorded,temp_local,temp_atmospheric,wind_code,wind_local_avg,wind_local_max,wind_atmosph_avg,wind_atmosph_max,rh_local,rh_atmos,cloud_type,cloud_cover_fog_elev,precip,breeding_flag,species_notes,checklist_notes,minutes_3_5
Ellwood,EW_01,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:31:00,08:36:00,House Finch,S,NA,S,NA,NA,NA,NA,NA,yes,NA,66,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_01,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:31:00,08:36:00,White-breasted Nuthatch,C,NA,C,NA,NA,NA,NA,NA,yes,NA,66,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_03,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:53:00,08:58:00,Yellow Warbler,S,NA,S,NA,NA,NA,NA,NA,NA,NA,67,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_03,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:53:00,08:58:00,Spotted Towhee,S,NA,S,NA,NA,NA,NA,NA,NA,NA,67,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_03,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:53:00,08:58:00,House Finch,S,NA,S,NA,NA,NA,NA,NA,NA,NA,67,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_03,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:53:00,08:58:00,Chestnut-backed Chickadee,V,NA,V,NA,NA,NA,Eucalyptus globulus,NA,NA,NA,67,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_03,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:53:00,08:58:00,Western Flycatcher,C,NA,C,NA,NA,NA,NA,NA,NA,NA,67,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_03,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:53:00,08:58:00,California Towhee,C,NA,C,NA,NA,NA,NA,NA,NA,NA,67,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_03,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:53:00,08:58:00,Downy Woodpecker,C,NA,C,NA,NA,NA,NA,NA,NA,NA,67,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_03,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:53:00,08:58:00,Allen's Hummingbird,C,NA,C,NA,NA,NA,NA,NA,NA,NA,67,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_03,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:53:00,08:58:00,Chestnut-backed Chickadee,V,NA,V,NA,NA,NA,Eucalyptus globulus,NA,NA,NA,67,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_03,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:53:00,08:58:00,Chestnut-backed Chickadee,V,NA,V,NA,NA,NA,Eucalyptus globulus,NA,NA,NA,67,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_03,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:53:00,08:58:00,Chestnut-backed Chickadee,V,NA,V,NA,NA,NA,Eucalyptus globulus,NA,NA,NA,67,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,Begging behavior indicating young bird,NA,NA
Ellwood,EW_03,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",08:53:00,08:58:00,Song Sparrow,C,NA,C,NA,NA,NA,NA,NA,yes,NA,67,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_08,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:27:00,09:32:00,Yellow Warbler,S,NA,S,NA,NA,NA,NA,NA,NA,NA,68,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_08,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:27:00,09:32:00,House Finch,S,NA,S,NA,NA,NA,NA,NA,NA,NA,68,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_08,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:27:00,09:32:00,Allen's Hummingbird,C,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_08,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:27:00,09:32:00,Dark-eyed Junco,S,NA,S,NA,NA,NA,NA,NA,NA,NA,68,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_08,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:27:00,09:32:00,Oak Titmouse,C,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_08,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:27:00,09:32:00,Western Flycatcher,V,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_08,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:27:00,09:32:00,Scaly-breasted Munia,C,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_08,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:27:00,09:32:00,Western Flycatcher,V,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_08,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:27:00,09:32:00,Western Flycatcher,V,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,Recently fledged bird accompanied by two other WEFL,NA,NA
Ellwood,EW_08,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:27:00,09:32:00,Acorn Woodpecker,C,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,Western Flycatcher,V,NA,C,NA,NA,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,Song Sparrow,S,NA,S,NA,NA,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,Yellow Warbler,S,NA,S,NA,NA,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,Allen's Hummingbird,V,NA,V,NA,NA,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,Dark-eyed Junco,S,NA,S,NA,NA,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,House Finch,S,NA,S,NA,NA,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,(Northern) House Wren,V,NA,S,NA,NA,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,Scaly-breasted Munia,C,NA,C,NA,NA,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,Acorn Woodpecker,C,NA,C,NA,NA,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,Downy Woodpecker,C,NA,C,NA,NA,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,Lesser Goldfinch,C,NA,C,NA,NA,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,Cliff Swallow,F,NA,F,NA,NA,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,Common Yellowthroat,S,NA,S,NA,NA,NA,NA,NA,yes,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,Purple Finch,S,NA,S,NA,NA,NA,NA,NA,yes,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Ellwood,EW_09,2025-06-18T00:00:00Z,"Santiago Lupi, Toby Fowler",09:45:00,09:50:00,Oak Titmouse,C,NA,C,NA,NA,NA,NA,NA,yes,NA,71,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
Atascadero Creek,AC_12,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:23:00,08:28:00,Orange-crowned Warbler,S,NA,S,NA,NA,NA,NA,NA,NA,NA,67,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_12,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:23:00,08:28:00,Common Yellowthroat,S,NA,S,NA,NA,NA,NA,NA,NA,NA,67,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_12,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:23:00,08:28:00,American Crow,C,NA,C,NA,NA,NA,NA,NA,NA,NA,67,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_12,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:23:00,08:28:00,Song Sparrow,S,NA,S,NA,NA,NA,NA,NA,NA,NA,67,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_12,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:23:00,08:28:00,Spotted Towhee,C,NA,C,NA,NA,NA,NA,NA,NA,NA,67,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_12,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:23:00,08:28:00,Wrentit,S,NA,S,NA,NA,NA,NA,NA,NA,NA,67,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_12,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:23:00,08:28:00,Cliff Swallow,F,NA,F,NA,NA,NA,NA,NA,NA,NA,67,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_12,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:23:00,08:28:00,House Finch,S,NA,S,NA,NA,NA,NA,NA,NA,NA,67,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_12,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:23:00,08:28:00,Bushtit,C,NA,C,NA,NA,NA,NA,NA,NA,NA,67,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_12,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:23:00,08:28:00,Lesser Goldfinch,C,NA,C,NA,NA,NA,NA,NA,NA,NA,67,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_12,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:23:00,08:28:00,Oak Titmouse,C,NA,C,NA,NA,NA,NA,NA,NA,NA,67,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_12,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:23:00,08:28:00,Bewick's Wren,S,NA,S,NA,NA,NA,NA,NA,yes,NA,67,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_12,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:23:00,08:28:00,Red-winged Blackbird,S,NA,S,NA,NA,NA,NA,NA,yes,NA,67,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,California Towhee,C,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,House Finch,F,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,Anna's Hummingbird,F,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,Red-shouldered Hawk,C,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,Yellow Warbler,C,NA,C,NA,NA,Populus trichocarpa,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,Downy Woodpecker,C,NA,C,NA,NA,snag,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,(Northern) House Wren,S,NA,S,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,Eurasian Collared-Dove,C,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,Bushtit,C,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,Spotted Towhee,C,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,Common Yellowthroat,S,NA,S,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,Song Sparrow,S,NA,C,NA,NA,NA,NA,NA,yes,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,Oak Titmouse,C,NA,C,NA,NA,NA,NA,NA,yes,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_10,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",08:41:00,08:46:00,Cliff Swallow,C,NA,F,NA,NA,NA,NA,NA,yes,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,1,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:05:00,09:10:00,Common Yellowthroat,S,NA,S,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:05:00,09:10:00,Spotted Towhee,C,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:05:00,09:10:00,Song Sparrow,S,NA,S,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:05:00,09:10:00,Bushtit,C,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:05:00,09:10:00,Common Yellowthroat,S,NA,S,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:05:00,09:10:00,Common Yellowthroat,S,NA,S,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:05:00,09:10:00,Spotted Towhee,C,NA,C,NA,NA,NA,NA,NA,NA,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:05:00,09:10:00,Dark-eyed Junco,S,NA,S,NA,NA,NA,NA,NA,yes,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:05:00,09:10:00,American Coot,F,NA,F,NA,NA,NA,NA,NA,yes,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:05:00,09:10:00,Black Phoebe,C,NA,C,NA,NA,NA,NA,NA,yes,NA,68,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:25:00,09:30:00,Spotted Towhee,C,NA,C,NA,NA,NA,NA,NA,NA,NA,66,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:25:00,09:30:00,Black-headed Gull,S,NA,S,NA,NA,NA,NA,NA,NA,NA,66,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:25:00,09:30:00,Wilson's Warbler,S,NA,S,NA,NA,NA,NA,NA,NA,NA,66,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:25:00,09:30:00,Yellow Warbler,S,NA,S,NA,NA,NA,NA,NA,NA,NA,66,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:25:00,09:30:00,Orange-crowned Warbler,S,NA,S,NA,NA,NA,NA,NA,NA,NA,66,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:25:00,09:30:00,Eurasian Collared-Dove,C,NA,C,NA,NA,NA,NA,NA,NA,NA,66,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:25:00,09:30:00,Warbling Vireo,V,NA,S,NA,NA,Salix lasiolepsis,NA,NA,NA,NA,66,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:25:00,09:30:00,Cassin's Kingbird,C,NA,C,NA,NA,NA,NA,NA,yes,NA,66,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:25:00,09:30:00,Hairy Woodpecker,C,NA,C,NA,NA,NA,NA,NA,yes,NA,66,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Atascadero Creek,AC_05,2025-06-19T00:00:00Z,"Santiago Lupi, Toby Fowler",09:25:00,09:30:00,Western Flycatcher,C,NA,C,NA,NA,NA,NA,NA,yes,NA,66,NA,0,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA,NA,NA
Ellwood,EW_01,2025-06-25T00:00:00Z,"Toby Fowler, Santiago Lupi",09:06:00,09:11:00,Song Sparrow,S,30,S,NA,NA,NA,NA,NA,NA,NA,63,NA,0,NA,NA,NA,NA,78,NA,NA,100,0,NA,NA,Some chainsaw noise from nearby restoration,NA
